Sentiment,SentimentText
0,- Beth left  Man oh man. Wanted to go tanning today. But I dont think that im going to be able to. Makes me sad. Boo hoo.
1,Bethenny Frankel Starred In Hollywood Hills 90028 http://tinyurl.com/qytxx4
0,big giant fail on my part this morning.
0,bit disapponted with new DM album. Hope it's a grower.
0,"blah, my legs still hurt.. stupid steven. XD"
0,blonde moment @Sammy_Bunny  thihi
0,"Blonde moment, apparently i booked the tickets for tomorrow not today. Hm...oh well till tomorrow."
0,Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji
0,body shop 2morrow. Side veiw mirror is still MIA. SMH at $400 price tag.
0,BOO. I always miss the good stuff!
0,boooo! My iPhone is dying!
0,"- Bored , last day of Easter has been ok - feels a bit upset but i dont know why  Arggh  School tomorrra - tht has made me feel even worse"
0,bored in work! Bleeehhh just had chilli for lunch
0,bored&amp;&amp;my foot is killing me. hopefully I can still go to sandhills this weekend!!making my RAMEN N00DLES so I can take my medicine. brb
0,bored..i've sat inside this house the past 2 days...sucky
1,bored..yo!
1,boring.. wait! i will comment on my friend in FS frst! ;
0,bout to leave NY bak to CT--damn I been comin out here err day this week! Lol smh jus makin quik stops handlin bizzz
1,bout to party in a tent
0,"Boys are stupid, clingy puppies who need to be kicked sometimes"
1,"' Brokeback Mountain'is so beautiful, and so amazing, and so freaking sad."
0,broken again -.-
0,broken bones suck
0,broken hearts will heal with time...
0,"Bron It's okay, next year"
1,brooklyn bridge for the first time ever. yay life =D
0,brug says swine flu reached manila. Now the I don't have a reason for the JB to come here as refuge from h1n1!!! (
0,bummer. .. what happened to wednesday nights??
0,Bus only just arrived. was sposed to be here 25 mins ago. Cant wait till i can drive again so i dnt have to rely on busses.
1,"But caught Bullet Boys, Trixter (Pete was great), LA Guns AND Kix (who stole the show). Hung out backstage like a real rock and roller."
0,but i  love that show @ohai_audrey ...
0,"but idk, he like doesn't even want to be my friend,? Cause i'm trippin? Idk. It's his fault. And i can't handle it. Ughh. I Wanna Move!"
0,but not with Karen anymore
0,But pretty good acting for 4 year old. I was impressed.
0,- but sticks and stones still break my bones
0,but why not? @kathrynYO
0,but youre taking steps to change it!
0,bye baby. up next= one way ticket to hawaii. weird.
0,byee guysss
0,calculus exam
0,"I dnt knw, i feel lke i shuld try."
0,i dnt want it! Just revenge.
0,i don't feel good. I want some partyrings &amp;&amp; starbucks
0,i dont fell happy right now
0,i dont know wer we went wrong
0,i don't know what to put.
0,i don't know why but i'm really sad and worried at the moment.
1,I DON'T KNOW WHY I CAN'T DM FROM MY PHONE. THIS SUCK.
0,i don't know why i'm sad and worried at the moment. i really don't know.
0,i don't like crying.
0,I don't think my dog is gonna make it past the night
0,i dont think yoru there... bummma
0,I don't wanna be at work right now. I'm sooo tired and a smidge hungover
0,I don't wanna be sick
0,i dont wanna do this im gunna cry
0,I don't wanna go to work.... Tired and I miss my papi
0,i don't want school anymoreee.
0,I dunno what to do now.
0,i failed my math final part #2     i hate calculus nowwww !
0,i feel bad .MewithoutYou.
0,i feel just like my car inside banged up and sad   maybe its meant for  me to get a new can i borrow some cash ..anyone? anyone?
0,I feel like a horrible human being. I didn't take the dog out when I was supposed too!
0,I feel like crap.
0,i feel like crawling into my bed under my covers listening to my ipod and having a cry session..
0,I feel like my ipod is gonna die on me today. (The apple of my eye-double pun)
0,i feel really alone.
0,i fell down the stairs again... i officially hate curvy staircases. they're nothing but bad news.
0,"i felt so sick today, had a sore throat and had to go to a doctors appointment.. i just wanna rest"
1,I finally have updated from a computer. THANK YOU DAD
0,I forgot to bring my new Allegra D 12 hour to work today... so Singulair and I are flying solo today!
0,i forgot to tell you guys that I didnt make  the cheer team  gggrr!!
0,i got banned forever from cp mimo dosnt that suck?
0,i got ill and tomorrow iï¿½ve got birthday...
0,i got sunburnt 2day....In Blackpool :O lol my little boy had fun tho....chucking water on me lol
0,I GUESS I DONT HAVE A BOYFRIEND!!!!!!
0,I guess I wouldn't be a true Cleveland sports fan without years of collapse and disappointment
0,I guess i'll be home... while everyone is at BDay Bash having the time of their lives... with DRAKE! :'(
0,i guess it got you more time to work rofl
0,I hat3 seeing friends breakup.....im sorry frankus
0,I hate goodbyes.
0,i hate having to change driving instructor... new one has dented my confidence slightly...
0,I hate having to work weekend duty.
0,i hate him.
0,i hate it! he's mad at me again!
0,i hate lightening.
0,I hate not having anyone to talk to.
0,I hate pain
0,I hate summerschool! @santospattyy have fun at work even though you're getting off at 10? @iwho doooit! I'll visitt you my fobby friend!
0,i hate the cold weather.
0,BBC: Champion Nadal out of Wimbledon http://news.bbc.co.uk/sport2/hi/tennis/8085394.stm
1,Be careful... white at a BBQ is a high risk. But the dress is really awesome! http://lookbook.nu/look/154056
1,Beautiful day here on StT. Bout to head to Magens Bay- soak up some sun. Loove Saturdayss.
1,"Beboing, Twitteringinging, TVing!  dihd i say i luv twilight yet? Wel... I LUV TWILIGHT!"
0,"because Boston (and fine ass Eddie House, #whocangetit, by the way) lost last nite. Boo Orlando! LA/Cle in the finals, baby!"
0,"because I'm a safe person, my ego was a little damaged. After a lil reboot, I'll be back to my usual Harlem swagg!"
0,becca told me i would start to feel better after food. Still stressing about this exam...more revision in a bit.
0,becomming a fan of bubble shirts...Haha they dont make me look as chubby
0,been a crappy day...
0,being a girl stinks. Grrrrrrrrrr
0,Being forced into bed. Guess I'll have to wait until moring here for Niley news (I'm in UK so  )
0,"- big day of putting in a dock tomorrow.  60 degress outside, but the water will be much colder than that!"
0,bio. physics. math. health. filipino. english. elections. help me i'm drowning in school work.
0,blah blah blah... I'm perfect for you and you know it.
0,Blesh. No feedback. And no one in my house will tell me. Sheesh.
0,bluetooth still doesn't work on iphone 3.0. pile of knob sackage!
0,boo (but will I listen?)
0,boo for the first day of classes...summer classes! ughhhh has anyone ever had boob cramps? lol
0,"boo hoo- trying to open my email, it's not working, grrrr!"
0,boo you suck...but thanks for one thing today and can't wait for the rest of the week...
0,bored and no one is talking anymore.
0,bored..... sad.... no one tweeting...
0,bored.wish I had somewhere 2 go.ha
0,BOREDD I WANT TO GO HOMMMMME.
0,Boring English Coursework.
0,BOSS marah coz i steal a few puff......
0,Boston and Atlanta both out...my vote goes to the Nuggets for NBA Champions! http://plurk.com/p/ug96m
1,- bouta' watch mall cop
0,brandon why do you work so much?
0,breaking into pieces...waited all that time 4 what N.A.S.
0,bringing my lovely back home. Sucks. Great day. I love her. Steven later.
0,"British weather is back i see! Oh well Birtney, london and ciaraaaa in 5 dayssss"
0,bryan wants on right now. if i can get on when hes done i will. TXT MEEEEEE!
0,but theres always tomorrow..
0,caffine headache now lol follow @peterfacinelli @gilbirmingham @billy_burke
1,' camp in confirming that he will be in San Diego this fall for the PRSSA Convention. haha.
0,can I tweet yet? My phone was jus buggin
1,- Can See clearly now the rain is gone.
0,can some one pleease tell me how to work out the total surface area of a square pyramid?
0,cannot hear the new song due to geographic location. i am geographically undesirable. and tune-less
0,Cant do this anymore
0,cant drive yet but that dont matter Im gonna learn bout cars and motorbikes.
0,can fuck I also have to read NIGHT!!
0,can I go and sit in my own little corner
0,can someone buy me adrink? Faaa real!!!!!
0,- can someone run with me to Newport ? Don't wanna take the ride myself
1,Can yah figure it outt?!
0,can`t believe i missed out on a day of swimming at nikki`s!
0,can't believe the jumpers are gone...i'm really depressed now.
0,cant do it!
0,can't ever find parking
0,cant fall back asleep.
0,can't get on the net on my phone
0,can't go swimming 2 day..mabey tomorrow..
0,cant leave because my dad is in the bathroom...
0,cant listen to www.ZIPFM.net on my mac
1,Can't see his copper green guys though.. http://tinyurl.com/ppc4cq
0,cant sleep .. wishin i was wit @jimmyrobinson07 i love youu .. good nite twitters!!
0,cant sleep because my dumb arms itch so bad. FML i cant wait to go to the doctors
1,"Can't sleep... Must be the time change, right? &lt;3"
1,can't stop smiling after talking to him all day...  ...Why couldn't I have met him months ago?!?
1,Cant waiit! xxx.
1,can't wait 'til wednesday!!!! &lt;3 CHAMPSSSS!!!!
0,cant wait till later!!!!!!!!!!! gonna sit here and play ps2 then prob watch the phillies then eat dinner then the best part of the day!
1,can't wait to get my share of her check today. Lol
1,cause i'm happy but disappointed my car is messing up.....my poor baby. now i'm hungry with no way to get food. What's in this house?????
0,"cavs lost, and I got this sinking feeling we are going to lose Lebron in 2010 also...why must my home city SUCK? Ah well, LETS GO BROWNS!"
1,- change of screen name
0,charade is over.Sammy Sosa supposedly tested positive in 2003 for a performance enhancing drug. My childhood hero is officially disgraced
1,Charging phone
0,cheer me up;
0,cheese and pickle sandwich with too much pickle = urgh!!
1,chillin!!!!
1,Chinese for dinner and working on a cool website template. So proud of myself.
0,chop my hand off please! Advil isn't working
1,-- choppin it up w/ @auchboogie  i love you
0,Cleveland @MsJBell Congrats Orlando
0,clouds are rolling in....
0,coco doesnt tweet anymore. viva la hole woman. dont let us down...again....
0,come back
0,computer overheatedd. I think i smell burning laptop...
0,"computers not working , help help help"
1,concert later tonight!
1,"cool. Ew, I bought The Things They Carried on amazon &amp; it came like shit! &gt;=/ I cost me $10 &amp; its $14 new &gt;=/"
1,could be
0,could not get to sync facebook and twitter
0,Could Not Sleep If My Life Depended On It ):
0,couldn't find anything I wanted at Fry's that was within my budget.
0,"couples in public, slow love songs...  Im soo lonely"
0,"Covered in bug bites, man this blows....."
0,coz he's
0,cramps suck your mothers balls! *mentally screams* OUCH!
0,i hate this .. Goodnight.
0,i hate this part.
0,i hate thunder... i woke up really scared just now cus of it.
0,"i hate when porn ppl follow me, what. time to delete stuff~"
0,I have a brace and it hurts!!!!! now I am a braceface!!!!!
1,i have a buzz
0,i have a headache!!!
0,i have already seen all the episodes of forensic files they are playing tonight.
0,i have been having the worst cramps lately.
1,"I have finally seen Clerks, from beginning to end and no TV swear-word editing (poor Jay! xD). I feel somehow fulfilled."
0,I have one big swollen ear...antibiotics again!
0,"I have such a problem with insomnia, went to bed at midnight and woke up at 3 am...."
0,i have the cold
0,"i have to go into school tomorrow to sing, and babysit before that. when will i find time for the sims 3?! i'm going to cry!"
0,I have to go to work.
0,i have to piss.
0,I have to wait till next Tuesday to see star trek cause no one will go with me till then.  Friends suck.
0,"i havent actually seen my bestfriend in maybe a month... My fault, i been so busy... And i miss her!"
1,I haven't been on Twitter all day thought I'd make some late twitters.
0,"i haven't checked it for a while, but sushi's memorial site seems down, can anyone else see it? http://cli.gs/sushi"
1,i hope everyone has a great day!
0,i hope i dont have any weird brain problem or disease  i think ill be fine though. the nurse doesnt sound too worried.
0,i hope justice isnt mad at me
0,I hope the RAPE GHOST doesn't get me.
1,I hope you find a great trousers
0,I is to drunk to know if in a partht or what nor
0,"i just ate some bad fruit, i think"
0,I just busted my ass in the kitchen and I'm wearin flats....grr stupid floor
0,i just got dumped by my boyfrnd  love  makayla
1,I just got to my 500 tweet...... Do i get a prize? *sidebar* Cassidy...... Your NASTY! Why i gots to hear about your wide peen for? Smh
0,i just had a bug crawling on my leg. it scared me. but now its in a water bottle i found on my floor. hopefully it doesnt find a way out!
0,I just heard David Eddings died earlier this month
0,I just hit my face on a box at work n scratched my cheek lol
0,I just made a $1k principal payment on my student loans because I realized my monthly payments only go to interest. ):
0,i just need my snuggle buddy backkk
0,i just poked myself in the face with a Goose feather from my pillow...
0,I just restarted my iPod. I should've written down all my apps first.
1,- I just saw one of the new Camaros &quot;in the wild&quot; for the first time! Cool.
0,i just sneezed with a strepsil in my mouth and nearly choked (n)
0,"I just waited so long for the finale of gossip girl to download, opened it up and it was the wrong one! They posted the wrong link! D:"
0,I just wanna curl up and go back to bed!
0,I just wanna swim some laps but all the lanes are taken! This sucks.
0,can't get it off my mind... &lt;/3
0,can't get my free haircut today... next week i guess
0,"Can't get my hands on a copy of Cap #600 until at least Thursday. Actively avoiding spoilers, bought Deadpool to cheer me up instead"
0,can't hear the reds game in the tunnel.
0,can't sleep again
0,Can't sleep and have an exam tomorrow Oh No!
0,Can't sleep.  Watching Royal Pains.  Impressed. - http://royalpains.usanetwork.com/
0,"can't sleep. But oh well, half my headache is gone."
0,can't sleep. Have to be up at 6 in the am. Boo!  Go to sleep flor!!
1,can't wait to come home!
1,cant wait to see eric and lauras house
0,Cardinals lost...AGAIN!
0,-- Catching up on last weeks Greys... I miss when it was awesome
1,- Catching up on some work! looking forward to going out 2night
0,"Cavs fizzled, tribe burnt by Yankees. Not a happy day for Cleveland. #fb"
0,Cavs lost!!!!! WHY!!!! Magic will lose easily though
0,cheer up shan.
0,chili's doesn't do the awesome blossom any more.
0,Class is boring
0,cleansed my face &amp;was reminded y I'm a winter not a summer ! I hate the sun . My face is so sore ! My everything is so sore !
1,--- click on my name &amp; go look at my profile
0,"Climate Progress, MIT doubles its 2095 warming projection to 10ï¿½F ï¿½ with 866 ppm and Arctic warming of 20ï¿½F ( http://bit.ly/kdlvw )"
0,"clouds rolling in, hard to believe I got a little sunburned today.."
0,- Clumsy 'ol me left an awful scratch scar on my nose while attempting to adjust the googles and freestyling at the same time.
1,cocoa pebbles at midnight. xD
0,"college is over, I have now cleared and handed in my student card  uni to look forward to and enjoying the summer months"
0,Collingwood are playing shiteeeeeeeee atm. Comeee on boysssss!
0,Columbus Crew
0,come on AppStore Approval. its been almost 18 hrs :p lol
0,comfort foods shall be the death of me - there is dire need of eating less chocolate cake n getting more beauty sleep!
0,company is offering 2nd round of VSS RIF!
1,Completo. Just as the bell rings
0,confused....
1,coolness  http://yfrog.com/06atmfj
0,couldnt go with ashley
0,cousin not coming because of her senior project which isnt due for another fing 2 weeks &amp; its just an art project..ridiculous!!!
1,cracker night! Dinner at tgi Fridays and the cinema  it's gonna be good to awake up without a hangover 2mrw tattoo 2mrw?!
0,craig's a cokehead
0,"crap day - feel sick and my phone has the battery life of, well, um, something with a miniscule life..."
1,"Currently getting dressed for ballet. Yes I am sitting here in a leotard, so what? Hahaa, I'm freezing..."
1,da baby sleep now my gosh now its time 4 me 2 get sum rest b4 she gets up around 10am =(
0,dad is leaving and wont be back til the wedding.
0,dad left for turkey already
0,"daddy passed away june 13, 2009"
0,"dag just when i decide to throw that freak em dress on, my most expensive get em heels &amp; my fox lashes.. didda sys zzzz.. wtf"
0,cramps. FUCK YOU. ugh asdfghjkl; in so much pain right now. I should go eat a banana. http://tumblr.com/xzr1wz7ez
1,CUBASE IS WORKING OH MY GOD
0,- curiousity killed the cat... so much for wishing for the dream job...
0,-- currently at tajur. Boo boo I'm hungweey
1,Currently enjoying the tonight show... I've missed my Conan&lt;3
0,cuz frankie is going swimming....
0,D: :S &gt;.&lt; ?????????? WHAT??? ;_;&lt;/3
0,dads in the hosptal (stupid bees)
0,"Dammit, my card didn't have enough money on it after all, which is why the DT deluxe box set was rejected. Now I have to get it again."
0,- Damn I Have A Cold.
0,damn it twitter UPDATE ME!!!
0,damn thuderstorms woke me up.. wish my bebe was here with me. I love you RICHARD
1,Dancing no more tonight. I'm EXHAUSTED.
0,dang i feel like shit and those &quot;Above the Influence&quot; commercials really grind my gears.
0,-- Daniel Powter Bad day http://bit.ly/ezAuU   i m NOT at COLDPLAY 2-nite in NASH...
0,"darn i just found out im getting one of my tooth pulled out tomorrow, its gonna hurt so bad im guessing.(("
0,-- darn. I forgot to bring a fork to work today...now I'm eating my salad with coffee sticks.
0,David Eddings is dead. I hope he died believing he'd gotten that one story finally told.
0,David Tennant is dating again. I thought he was saving himself for me. When will I meet some tall dark Scotsman to romance me?
0,"Dear all, had to restore my computer and I have lost everything. Show delayed until I can get things back together."
0,def feelin a way. Jus found out a guy my lil brother grew up wit died. Niggas shot him at a party. 19 n gone.. Smh.. Stop the violence
0,"demi is going on tour, taylor is going tour, miley is going on tour, &amp; jonas brothers are going on tour, with the guy i think i &lt;3. : ..."
1,Demi lovato is comming to london so is miley YAY! you lot will see me there trustttt mee still want to know what time itunes gig starts
0,"dentist later, I'm hoping it's my teeth plates and nothing as NASTY as last time..."
1,"designing away for #f3s - homepage, match stats, league tables, private games and more - previews coming soon (:"
0,did God give up on us?!
0,did I miss the hov track. smh I see mad twits about the hov shit.
0,did you guys hear about the airplane crash? Scary.
0,Didn't bring connector for camera on trip...saving new photos will have to wait another week...
0,Didnt calld Dad
0,Didn't do so well on the job today. Made $78. But I learned some valuable skills at the field manager meeting today!
0,didn't get an award but i did get recognized by all the seniors. They said that they are going to watch the plays because of me
0,didn't get my halo-halo but instead have an udon soup to go.
0,"didn't get to meet bachmann, but her young texan intern filled my quest for crazy..."
0,didnt sticth today cos was reading on wattpad LOL
0,did't have proper food from morning on...  Liquid diet... Citrus in breakfast &amp; apple shake in lunch... missing home food
0,i just want my compositions back. i was going to work on a waltz/lullaby. stupid gremlins.
0,"I just woke up but I wanna go back to sleep, someone keep me up lol."
0,I keep getting errors on iPhone and it saves okay online but I see nothing
0,I know I know
0,i know it could've been a lot worse. But a broken ankle is still enough to worry me.
0,I like the emo boy in hollyoaks /sad
0,I look like a freakshow!! The beautician waxed my eyebrows into oblivion!!
0,i look so beautiful today lol(in my dreams) and yet there is nobody around who wants to do anything
0,i lost my 021 charger last night
0,i lost my book while i was sleeping. who does that?!
0,I lost two kids at Youth Group tonight. No joke.
1,I love Dirk and his 44 points from tonight. Now if he could only realize he was meant to be with me..
0,"I love him, and now, we're not even friends&lt;\3"
1,i love my friends. And cant wait for church tomorrow!!!!!! Im up. Up. Up. Right now. This happens frequently.
1,i love my momma &lt;3
1,i LOVE shortsTack! (Especially Shaun!!hehe) But(bradie &amp;andy r gorgeous too!!!
1,I love talking to you. Even if its simple words.
1,I love the download fest.
1,"- I love you, what do you say?"
1,i loved the new calf
0,I make nonsense jokes that make pain to others....
0,"i may have diabites i cant spell it but yeah , fuck !! ttoally scared now , my body if fucked , soo fuckign annoying !!"
0,"I may not get to keep my engagement ring.. may have to switch it... not fair, bc I want THAT ring.. oh well. ily Sparkle Puff."
0,i miss bby V....want to see her NOW!
0,I miss Direct TV...I could be watching the Cake Boss now or already watched it...
0,i miss guild wars... i still haven't touched the most recent one. it's just sitting on my desk. skylar alanine will get some action soon
1,I miss kelli. But I'm glad she's having fun  fun saturday night  goodnight. I miss jeffy.
0,i miss my boys....
0,I miss my brycey alreadt... oside bound.
0,I miss my cell phone
0,I miss my friends
0,i miss my leddy boo...
0,i miss the days when i was the starfish to his sponge
0,I miss us! Miss the old times with the guyz
0,I miss you.Where are you? D:
0,I need a hug
0,I need a money
0,I need a new Ipod!! This freaking thing won't Sync anymore!!! Anywho......Hoping the Magics make a run for the W!!!
0,"I NEED A PHONE....MISSIN DA CRACKBERRY RITE NOW, SOMEBODY HELP ME PLEASE!!"
0,"i need followers-If you want Satellite TV on your pc, check this site  See http://bit.ly/SuSvGu"
0,I need ktv!
0,I need my car fixed
0,I need someone to comfort me
0,"I need study a lot, tommorow 2 tests: in music and physics, oh, and also art homework! Hmm... I think, that I will make optical illusion!"
0,I need you more than you need me...and this hurts Paige.
0,i neva knew gettin an internship was this unpredictable
0,did't have proper food from morning on... Liquid diet... Citrus in breakfast &amp; apple shake in lunch...
0,Diego makes Tori sad that she FAILS ! Anti-depressant pills ftw. NOT!
1,Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?
1,Dodgers are doing good today. ^3  6-0 Dodgers 2 outs
0,- doesn`t have a phone.
0,Doing my Chem 16 Pre-lab. (
1,"done with benjamin button, what a beautiful movie. Sleeping, dreaming of my wife. Hopefully go over her house early tomorrow&lt;3"
0,don't feel like cooking...
0,dont get to see my boys tomorroww.im sad
0,"dont let me down, mighty tkt booking portal..."
0,"- don't you hate it when you iPhone battery dies on you, and the nearest charge is 15 miles away"
0,DOU GUYZ EVEN C ME HERE!?!?!?!?
0,"down, nite."
1,dreams do come true.
0,driving to school without justin texting me.. What a lonely morning
0,dumb kyle i @him but doesnt have me on his updates
1,eatin cereal
1,eating food! hahaha
1,eeep i love her. so glad she's around.... hannahh! you said you'd text you never didd!
0,ehhh startin to think this is not for me
0,Either my Video Card died or my DVI cord went down the drain...
0,English tomorrow. *breaks down*
0,"english, bummer..."
1,enjoying my last days of summer &gt;sigh&lt;
0,equals sad. In case you were wondering.
1,"-- err y am i still awake ? my birthday is june 24th woo hoo  , than BET awards june 28, than vegas july 2-5!"
0,eurgh  silly sick. silly cold. silly tired. needs her stuff back!
0,even the hoff can't bandaid the scar left by diversity winning and not the father son dancey team.
0,Every boy...Ive never met anyone as cold as them  Well some boys
0,"every number, bbm pin, and text message is gone from my phone...its empty. I'm about to cry...smh http://myloc.me/5dMB"
0,Everybody Hates Vinde.
0,everyone from home is going to the beach today &amp; I'm stuck in philly
0,everyone hates canada! No @Mileycyrus and no @mitchelmusso who wants to road trip to fargo to see @mitchelmusso cause i sure am!
0,everyones going on holiday and im left on my loansome for like the 5 year in a row :'( tis crap to be soo skint stuck in shitty scotland
0,exams how i hate exams in the summer ! its not fun not at all !! BEACH i miss you !&lt;3
1,- excited for toms shopping !
1,faster faster show on 16th in Brunswick
0,fed up and upset. i need some good nosh down me and a cuddle from a lovely boy with messy hair please. i need a night out too..
1,Feddy won! Woop woop! Must compose myself now in preparation pour le finale d'Apprentice later. WAY too much excitement for one day!
0,feeling a little under the weather today.
1,Feels like a giggly school girl!
0,Fifa ticketing just times out. Seems like my 2010 ticket chances are getting less and less...
0,"film not on till 7:45, will have to hold out for 2 hours, i'll fix some tea and then go to pops for an hour"
0,damn it.
0,- damn watchin Spidey Man 3  ::tears:: it touched my soul lol
0,damn wendy's commerical got that damn song in my head.
1,damn you mobbing deep
0,"Damn, I missed Kindergarden Cop on showtime, I'll have to catch the replay later. &lt;3 that movie"
0,"damn, Kayley doesn't get to meet Robin."
0,Damn. This kinda sucks more than i thought it would. Probably not gonna sleep.
0,damn...I miss you...
1,dance flick was hilariouss!!!
0,"dancin todayyy , dont wanna , and its lush weather in flippin wales, and im spending it inside :'("
0,- dark angel is so cool. its unfair. i'm gonna go cut myself now
0,David must be hospitalized for five days end of July (palatine tonsils).
1,dear driay LOL emo kid god this so brings back merions ha year 6
0,dear GOD...
0,Delivery from Aussie Farmers didn't work. The pity of living in a big apartment complex. Wished I had a house to use their services.
1,Design with humor. Escape key on the run!-- http://ow.ly/3dfT
1,"despite my last tweet, I'm having a fantasticly sunny day (="
0,destiney is out. though megan is still my favourite
0,Detroit won the first game with a score of 3-1. Red Wings lead series 1-0. !
0,"devistated, You'll forever be in my heart Joshua. Shine on soldier. I can't believe this."
0,did not win my w and y tix...i am determined... excited for tonight yardhouse with my favesss... ONE WEEK!!!!!!
0,dident die from the tornado ohh well lolâ™¥
0,didn't realize this was happing. sighed and it went all over. so much angst that i sigh blood. http://tinyurl.com/kt2fm4
0,dis aint gud a heatstroke!
0,disappointed the Cavs...
1,discussing the importance of ed westwick &amp; chace crawford with mia.
1,disneyland fireworks!
1,"- do you want love or do you want fame, are you in the game? -Lady GaGa  such addictive beats! Getting ready to avoid wasting the day"
0,does any1 know wut time its sposed to rain?
0,Does anyone know how to treat a bug bite on a dog?
0,does neone know what is the exact procedure of getting a DS 2019 issued ..and whether it costs for a summer intern ?
0,doesn't have contacts on &amp; can't see ='(
0,Doesn't know what to eat! What would you eat on very sensitive stomach after being sick?
1,don't ask... and if u do you will regret it alot
0,don't feel good
0,dont go i got luv for my 100th follower lol @rashagirl28
0,Don't hope. You'll be disappointed
0,dont know how im goin to go on. i cannot sleep. i keep thinking of her...
0,don't know why I bother
0,don't make fun of a concerned friend!
0,don't wanna think about cheating  my bf is going to Vegas this weekend. I decided not to go!
0,-- don't want to do all the housework tonight!
1,Dream house!
0,"Dropping my mom off at the airport, then distracting myself from being sad with museum hopping in LA!"
0,Dt exam tomo .... Doing revsion now  !
0,"i never get direct messages.. must not be exciting, hm? xD"
0,i no feels good today
1,I now remember why Ms. Janet Jackson is in my top 3.
0,I only wanted him to wish me happy birthday.. So much for remembering. Its called facebook these days.
1,i oove you. bahaa
0,- I posted too early. San Jose just scored
1,I really hope Peter Facinelli wins his bet......
0,I really wanna go home. I HATE working late!
0,i really wish i could have kept that kitten.... someone just picked it up. It will have a good home with no mean cat hissing at it
0,i sat on my chocolate truffles.... so much for saving them for to night *tear
0,i see how it is
0,i should have picked that dog up! Oh no  someone go on the freeway off near bob hope and rescue the cute black dog
0,"I Shouldn't Have Came! Its Not The Same Without My Best Friend @TootsiiePop ...  I'm 4Real Y'all, I Miss My Sista.! I'm Bouta Cry"
0,I shouldn't miss you. &gt;_&lt;
0,I slept for maybe an hour or two...even though i tried so hard to fall asleep cause i need my rest.
0,i so don't like going to the dentist
0,"I Still Cant Find My Phone , And I Cant Call It , Cause Its Dead"
0,i swear to cheese &amp; crackers @songzyuuup is in Detroit like every 2 months &amp; i NEVER get to see him!  i swear this blows monkeyballs!
0,i think i gain another 4kg
0,i think i need a drink
0,i think im going to bed now... sooo tired! nitey nite!
1,"i think its a good day, bang bang, dirty rich"
1,I think its work time
0,I think my friend has swine flu... FOR REAL  he's in the hospital.
0,i think my trachea is infected again.
0,i thnk ima cry i feel rlly bad
0,i thought i made some progress... Nope
0,i totally know how you feel
1,i wanna be like you (Demi)
0,i wanna crawl in a ball..
0,i wanna vote for Miley Cyrus and I cant!! I wanna live in the united states now!!
0,i wanna watch the new ep but of course it's ppv..put it on the pay members page too..please matt!!!
0,I want all my friends back. (via @Mikejones37) as do I.  Happy for you mike.
0,I want an unltimate maing room... free astros. XD
0,i want baja california starbursts for some odd reason. :/
0,i want iphone OS 3.0...how much longer must i wait? :] me eating french toast. Yum yum yum
0,I want my Casanova &amp; Clopin.
0,i want summer love! PLEASE LORDDD lol. im so patheticcc.
0,"I want the ham sandwich now, but diannaaaa is making me play pokemon."
0,i want to b happy n content. tell me hw. - http://tweet.sg
0,I want to but i can't
0,"i want to enter in my old my space , but i forget the password"
0,i want to get away!
0,i want to get out of sm riiight now. it is draining my soul
0,i want to go home get in bed. eat soup. watch friends season 5. all day. i feel like crap
1,I want to go to the Teen Choice Awards!
0,I want to move so fucking bad. I hate it here. I wish I never bought concert tickets because now I can't move as soon as I want.
0,dude bringing up memories now
0,Eden missed a turn and then drifted. It was so damn scary. ((
0,ehhh bad day
1,"elaina and sarah are over, watching movies and what not"
0,electricity is out.
0,Eliminated Me (KQs) SB x (AKo) CO-1 with a king in the flop.
0,"em chï¿½n cï¿½i trï¿½nh ?? English c?a th?ng AR47 quï¿½, v?y mï¿½ nï¿½ c? ng?i s?a em hoï¿½i huhu"
0,Empty Nest...literally @ my fiancee's.  I hope they're still around. They were SO CUTE &amp; I miss them!
0,England what the hell :'( :'( #cricket # T20
0,enough said.
0,- eShoot canceled... It's storming and raining in Tampa!
0,europe cruise mite be cancelled; there was a fire that happened on our ship..... My summer is officialy ruined.
0,even Poirot is not making my head feel better.
0,even worse than I thought
0,"Ever since my brother got married, I feel so alone at home. Even though we seldom communicate but he's presence at home is enough."
0,everybody has jobs. I am going to be the only one without money.
0,"everybody that has my number and my BBM my phone is not working so will be getting a new phone on thursday.. THIS SUCKS, i love you yall"
0,everyone deserves to be forgiven.
1,everyone have an AWESOME wknd! yay for sunshine!
0,everyones just set to &quot;Away&quot; on msn.. nobody to talk to :\
1,Everything went as planned!!! Now I have many many many new souvenirs from #Herschel and #Planck
1,everythings so fucking chilled atm  loving life right this minute. ooo dj am and trvs ayeeeeeeee i think sooo  FIX YOUR FACE 14 FTW.
0,exams suck
0,Exams!!!
1,excellent morning! trying to take in the fact that theres only 1 more week left of school &quot;/
1,Excited about purchasing my new MacBook Pro - should be here in a few days
1,Excited. Dont think i will sleep tonight!
0,failed my psychology class last semester. I don't know if i want to go back in the fall now. Wow that's depressing and whats even more
1,"fallen leaves, fallen leaves on the ground"
0,fantastic..it's probably cause of the messaging last night/morning..
0,Farm Town isn't connecting for me. And I have crops that need to be harvested. #fb
0,Farrah Fawcett has passed away
